,entname,bidnum,bidnumlabel
377,7eb035ef3c784b830cf2878454e3e4db,1,中标次数少
378,3f4ecc178589f39e6dd8f15a2cda8eff,1,中标次数少
379,bc39e701c8c434da8bbe60487c2eccd4,1,中标次数少
380,170d0c4a9a0d64d727e43105eaeef9b7,4,中标次数少
381,a1c50e8c392fe081578cc1e6b34679a7,2,中标次数少
382,d4220399e6895bbc7655aa63deb822b8,1,中标次数少
383,4e186d74a1398edf1851fd7e3ce6b80c,1,中标次数少
384,4384f01e20bcb3cd9853375f5b53c69c,2,中标次数少
385,3afb4a0ac415397d2058f081a28e4503,1,中标次数少
386,48252783f77df301f4ef6d203e3e8b7f,1,中标次数少
387,c335332710c9a729bfed34cb4acfeb98,24,中标次数多
388,2b0ef69494a14d8e3224a48ba5e98237,6,中标次数中等
389,3c547b2f8e3a99672fa490ca5150724d,11,中标次数中等
390,adc97b0b17449f47f2e8153dd87906f1,1,中标次数少
391,757df8a6ec916fb83a5a24a8449f6807,1,中标次数少
392,4853be6405ee6b5581f7ac4e3f364638,2,中标次数少
393,a79d760c7edc578bec4555a176e6525e,1,中标次数少
394,c4b3bc7e24986b239ea984896f716faf,3,中标次数少
395,89bc1ffa6dbbf90cf119a7d3ca01264f,3,中标次数少
396,d18a21c7f30b5912f1c3e55d8721eba0,2,中标次数少
397,102782ce0eaa091a519b49120b43ddda,5,中标次数中等
398,c0bf4778dc780f6df489d23cbca56536,1,中标次数少
399,27b4e81635a185c0a293355f923e1fd4,1,中标次数少
400,739f2a63a2dee0796a850c80e904e171,1,中标次数少
401,18c787e4387a388d671bc30a4834044d,2,中标次数少
402,a71ae9ac3a8d2df63cb4a98ec2476e54,3,中标次数少
403,83f7d705ce00db20477de71c1cbf93a7,3,中标次数少
404,4fcb250e200307b3e583b6508751c3c8,2,中标次数少
405,31b118eba0f8e8f7afc35fff8a4fd7e5,2,中标次数少
406,a9facad8ea57a73cd48f24c2ff104ad5,4,中标次数少
407,f2fae80e968afe0b5a7d0f85b86eaad4,2,中标次数少
408,9536f5df51c72a57768138382163fd96,1,中标次数少
409,d762509d26b07729fe661469a625c832,1,中标次数少
410,a2a410cf467e5317aa6cc45b379b983e,1,中标次数少
411,dbfe864ae5bf19106bc5557cf734c082,6,中标次数中等
412,bfb84dcd8a02aed9ec4ae075b2d8a792,1,中标次数少
413,7f1e6669b30f35daafd63d74d0b8a4b0,1,中标次数少
414,03383bec3a8b6fd2e8e5a0da5f0ebb0e,1,中标次数少
415,c29acd0fa946f64cd954735416b3be0e,1,中标次数少
416,93f97b9901e782505eba387acad2ee5d,2,中标次数少
417,013f0b4b13c5ed3f91ffbc94f688f169,5,中标次数中等
418,2755834fb5c1824446da785d3acf5501,1,中标次数少
419,191d7cb68a087f85ae5247264da0fc79,5,中标次数中等
420,73897c60143d16c4513b24935e4a89cb,1,中标次数少
421,069189640ce8203f97c4b72af9d9e6c2,2,中标次数少
422,4197cd344680eba56ef1fb439220432a,1,中标次数少
423,8136a86bf6c763ba68e61b2b2c84fcee,1,中标次数少
424,add6d3b65e0695ef98897e31c95939e9,1,中标次数少
425,8f017a79e80e6e3e9fa841676f84ea42,1,中标次数少
426,59f12f08813e629b6beacf7a9462e69e,2,中标次数少
427,e49d06098b6c659520842d5a1ab81aa6,1,中标次数少
428,5a27d242d2712342ba3cf43c5b363753,1,中标次数少
429,7f3db0bbc0c3d7f655f85e9096c189b5,1,中标次数少
430,dbc4e79b1b54986c3476332e4a1a7859,1,中标次数少
431,52825dc7bfa5137d6ecacd884312578e,3,中标次数少
432,6ab6b4357b837222b55963a75fdcb847,12,中标次数中等
433,1abcaca280fc5434274eb2bc72f11d7d,1,中标次数少
434,5259d4fac8f2c5afe0459cb1554848bf,9,中标次数中等
435,1a9a82c01e8461ef81fc9e58cf329c59,1,中标次数少
436,51488be35f01331bcad90d22ca22ae7a,1,中标次数少
437,8d2792161dca32345f854b0a23ca60a2,2,中标次数少
438,5ce29750ceb079b89b3df4044740f266,1,中标次数少
439,fba4a2d9f67d22874c4bf97e065e314b,2,中标次数少
440,c393284cc01e8bec0eca1bf241a0c1d6,12,中标次数中等
441,c0a75d04f5a618bd26ae633e6ef4d53b,2,中标次数少
442,9c50da620e8621b901a50cb4251bbcb1,2,中标次数少
443,bd6d70372037b0138190440793269468,1,中标次数少
444,cfaccea9df960e79e8efcad31bc6fb18,1,中标次数少
445,8422b8cfb234ff598228d39da8f5a57f,2,中标次数少
446,3f6b66446b2f69601f02dea03bbd16e1,4,中标次数少
447,e09f2a54ff4bc00ca99f27bb75c4da96,1,中标次数少
448,12edf1828fac0f9b3d4467c22c8056b7,3,中标次数少
449,5c4b9ef48d4bd3818a18363c9146692e,1,中标次数少
450,b2b514948772add0ad8fb010d39af299,3,中标次数少
451,d3dee46a4bab2bb8f66b7edc7d883fd3,1,中标次数少
452,4c1ff3bc2d527fe5efd2d2756e4c0216,6,中标次数中等
453,37b0d1a11148e91c4b1ee21825ba0192,1,中标次数少
454,87bf7711816592d85be523d3a89cb57c,1,中标次数少
455,d6e72bca927bb5d6d184e6fab6b64270,3,中标次数少
456,494f5f27fd1ccc2332842fc04e135f66,1,中标次数少
457,61578f0eed7d74977bec6483b20f6441,1,中标次数少
458,40568bc27a85eb73255afe4442ded64e,2,中标次数少
459,d811953320b0e9322765df3f8d095952,4,中标次数少
460,958296e1955c3b723746bf58e6adf6c9,1,中标次数少
461,7618516e8012215c1a7268cce6bb77b0,2,中标次数少
462,28091c28c7e561abb13245bc6ebd89db,3,中标次数少
463,a1fef89a60f62d4b675795c06bd28f20,7,中标次数中等
464,8943663f5a5811fa023b2e2af9445aab,1,中标次数少
465,0e950ea73f02a2ea339ab4d20548ac83,29,中标次数多
466,76ea877699cf027de1e9beab9aba1abf,9,中标次数中等
467,54a3708d90821c13e64af1a1b9654378,1,中标次数少
468,9156f3edcd3fc056e0dd20a798175c5f,2,中标次数少
469,953f946c37a1c9c35739b45db8b3ac56,1,中标次数少
470,6aae4cd936902e95ecb4687c4583a6f2,1,中标次数少
471,a58d2a1890637bde7fee1e32a1433d05,2,中标次数少
472,c2adf21f3bc4524633df662a1a86bb0c,3,中标次数少
473,3108879d33971782de3a68659aadd4d6,7,中标次数中等
474,1fe4e2999476854cca8e73d6b621d9c2,1,中标次数少
475,833806ce3cae5d75d5ba1a2a7c33ba07,13,中标次数中等
476,b7c4ab2427633257632fdc4ab3c9284e,7,中标次数中等
477,d730f3064e17b60aeb3991793ed9c415,2,中标次数少
478,f71d64629f3236b5c08c881a55fa7ec0,1,中标次数少
479,d41d6f6fbb2705e2d2da885ec077550b,1,中标次数少
480,d4139b363e6dc4f26bba69aab93afd87,24,中标次数多
481,a24531245d1bc35b998d92a5aa91d0bf,1,中标次数少
482,34fbfb49085b6431052d8f995b777c78,19,中标次数多
483,f24800c94227bd92af7aaa326f5f65a7,1,中标次数少
484,f571cfcea5c3e943ec5b0c8f3f01af41,1,中标次数少
485,c71917f7f3a39236eef7a5721ca8a38a,5,中标次数中等
486,f50c9f79e58cd78cb8e9d19a4858892d,2,中标次数少
487,76a6091c9a456c460a3706916692bdd9,1,中标次数少
488,9044197eb8c73fa87fbe781ee9c9869c,2,中标次数少
489,7396de2ef0860621106f156da871a9a4,7,中标次数中等
490,3dbdcd420fe1e24743d57ac44c734e92,4,中标次数少
491,5a5d2d3789dad3f29e6f7d670d7b9fc1,1,中标次数少
492,3ab5234b25c3e9139707049713a4f612,1,中标次数少
493,d48d47e5ec45d94ef7aa7c663c8549a6,1,中标次数少
494,90fa50253a56bd68412a936c7d49f5bd,1,中标次数少
495,0d74e6e94b38bb2dfebe4af4baf51bf1,1,中标次数少
496,2aedf988229869db62f394d883eeb90b,2,中标次数少
497,feda48d02d5a203118768c09fa8b454d,2,中标次数少
498,a9174ccf1d314c1adadb530334ee641f,1,中标次数少
499,a52b8ac1a234682ca46403ce11edfb1d,1,中标次数少
500,0609a307c8fa1baf7a930241e86cf534,1,中标次数少
501,6ac3c299c3f1ec7bdef86718c7983486,4,中标次数少
502,7f8f910704a5a04f9e62e388bc46c2d8,8,中标次数中等
503,58aacac797292f993e5574852d0e992d,1,中标次数少
504,a3006d36bc0771c8d3421a89ad9456c0,5,中标次数中等
505,f9d9a5f1000ce44517993a546de90ed5,3,中标次数少
506,01b4aaa8b7c2b308e27a51158de11569,1,中标次数少
507,10014b95592582ba16c4655df2d7800d,2,中标次数少
508,5e673405d8a10b3f8c841682686fa505,1,中标次数少
509,b2f155fd36f4753e1bbe5004b2ff1b24,1,中标次数少
510,4bdb8f8c117ba1784f1cdd60da0569de,3,中标次数少
511,6cdc63cc5ef1a29622d50ae04af3cbb3,2,中标次数少
512,8856a3495b2deda9523bf84e4fb76c61,1,中标次数少
513,768b1f28526176d743ee8889261442f5,1,中标次数少
514,02ba89885a637235d94c675f4fe9a1f9,1,中标次数少
515,9041353c068b1c63248006ef2e612348,1,中标次数少
516,ddc2f08d220297e84f39e7ea536cf785,1,中标次数少
517,9e100e221ddb752affab5ffa3edccc66,1,中标次数少
518,9fce68810f62fb9b3515f69f1133f2df,1,中标次数少
519,00445eba150a52d64aa1d2e57c9866ef,6,中标次数中等
520,4c41fe6b0e2502a6707a1e49a93df1f6,6,中标次数中等
521,ecd63e867d4d1bca511666c62f938e5c,4,中标次数少
522,e28061bc1ea29af08a58b05e4b90fed8,1,中标次数少
523,fbbd208f7f324a3a0f7f58af95fd3969,1,中标次数少
524,657cbb4827feb5e66f5c115fdfef1254,3,中标次数少
525,8596bc2abebe8b042ddfc695de85deda,1,中标次数少
526,5249855a5175b36c29051fe993099863,40,中标次数多
527,7ad6400c6aba9d94d7aaddd3434f26f0,2,中标次数少
528,e2c33fe17cff6ff273a41dac80d445c2,1,中标次数少
529,85df00ec2ae929978ed894150886393a,4,中标次数少
530,0d7ededcfee20177f8b3e949d4a47f6d,1,中标次数少
531,5016dd793e4e58e4c6c44114e9294b18,4,中标次数少
532,4c0c2b34248aa0e12f8dcd0b6d3a1bc9,2,中标次数少
533,14482ca5016d3a9446573123b937a5c6,27,中标次数多
534,5486bd6cf4183dbd333afd63cd89386b,13,中标次数中等
535,512c20839ceaaeaed40310b1f5b8902c,2,中标次数少
536,cd29858a736a7fa6dddd1a18b43927e2,4,中标次数少
537,82650218e56c961acc3467c3c90b9712,1,中标次数少
538,0a6b78857e65a45c39736e28b195b5ab,6,中标次数中等
539,33526d7f4de105d8246d99af185f6fae,11,中标次数中等
540,9b490fe4aade9d29c8028ac7d9ae5d03,9,中标次数中等
541,a273d5a205a4f9e0ce8debbf1fac9ba5,4,中标次数少
542,b2ed12693234f9a09b1683e40b7585c3,2,中标次数少
543,8d163a8273c0b8b01ce71cef6166582a,2,中标次数少
544,ea41914d7b6a79da6d1739a209d4eefb,2,中标次数少
545,de1baa786c3eb3e6be71446c85e6f930,1,中标次数少
546,3d743176fdeb5c69bb168da623b582dd,1,中标次数少
547,fb31c73bc756c5a68c185f1b82ddf7f8,1,中标次数少
548,db1cd3ea31ed3cbd91b89c21f10f354c,1,中标次数少
549,eeb51aeff7d2405dc8a241667f65c82d,2,中标次数少
550,86e22e77069b2b6e7902f77dce7e7d15,2,中标次数少
551,5b1af5a385cef8f2cff0dae7f9c9c798,1,中标次数少
552,d3b01308ce7bcfb8b6dfc66195e83ba6,3,中标次数少
553,b6cd0e0455e2138f9a885bbff5b94add,7,中标次数中等
554,a51dd91df34e428879f963f4ca63a255,2,中标次数少
555,b98e8213ddf25eef89b853ebb4e1ab37,1,中标次数少
556,275fde4f5aa7d0bfae86452b2d69e5ac,2,中标次数少
557,e9e94903faeb0b2a19325844dfaa63af,1,中标次数少
558,f29979ec27eb2d812d9916434f117f41,2,中标次数少
559,232d2c86a6e28306c9de2bef293d5cad,2,中标次数少
560,88ee3763e2a10ff63fc0022e70d8ddfa,1,中标次数少
561,789e78d4efa6a64470712a5fadf51998,6,中标次数中等
562,a2047d519daf57401add96f803984702,6,中标次数中等
563,e4fbe9b23057132d1b6355e717f43153,1,中标次数少
564,09dfdef5f7eeca9d251cdb6e3e72f0e9,1,中标次数少
565,3845915016c013e06ef13ddd449c8a3b,1,中标次数少
566,beb8480fab79643016e87a53907f10c1,6,中标次数中等
567,7b575bfe480afd746b43cc69fceabd26,1,中标次数少
568,51de2a9d7f6ec7ffe37463f6cba43639,1,中标次数少
569,930550efac8f99fb498ac7d1b3209cff,10,中标次数中等
570,248b99f22da383d72633fc0ed8945c30,1,中标次数少
571,541acdc26e32fc82d49bad46b2c18405,9,中标次数中等
572,7ad71297d81fba9cd429f324ff3f4f03,3,中标次数少
573,55ed9092d89ba14f282a956c50a5553d,2,中标次数少
574,8c20f64e85bac14c8fe22ea9e90768d8,2,中标次数少
575,a54bbf5002b5318667b6baf8ac7e4dd1,3,中标次数少
576,4a92b89d397917c36a2fb0f5e7de23fd,1,中标次数少
577,993045ad7d2696b32cb16e214164d7a0,3,中标次数少
578,f625d56437d4101e068a9ec1fdd9aeb5,13,中标次数中等
579,c564cfdf125d7ede8350034c6dbc3d0a,2,中标次数少
580,8dde61a81cfa0bc4b6d746907ff467be,1,中标次数少
581,0232dc5175fddca83dcabe723e873ec5,2,中标次数少
582,853af04d133e143e0cdeb9c7292430b7,2,中标次数少
583,d0c4337d1054ddf2719f74cd8d2762fb,2,中标次数少
584,96a19a69a2dc5c0408545716063152f3,1,中标次数少
585,c68fe039042e8be71fd5bb49f0bd6096,1,中标次数少
586,9dc38d03f0783d4d2051584ff79af46a,15,中标次数中等
587,0600e9b9b52d33aca0aab37ec578ac04,1,中标次数少
588,380b8b583c63a18b6563b8815e940e38,1,中标次数少
589,6770d2bcd20871a11ca93d8d61489e45,1,中标次数少
590,98d1d2f7d239d092e2cc345c25d5005d,18,中标次数多
591,bbd7d47acd877a8ccef7133a0b7c13c3,1,中标次数少
592,0f17e581802e7be6b8ca3d4c1395b378,1,中标次数少
593,7d38fbb969c987f2acd9417106958eb5,8,中标次数中等
594,caa299c2197ee27c653100a1389c2633,1,中标次数少
595,491bc976a561ca0e23f6a67965251b15,1,中标次数少
596,3502169df61c8118867a5757ca5bc320,1,中标次数少
597,ef16aefe51cd2584a43d07513e132efb,1,中标次数少
598,d4a36016d2439a16a229608f241eef9f,1,中标次数少
599,d86d7d22b63dbce9995ff77832c53ef2,1,中标次数少
600,8eb534eaae40c71db4225e4ed8cd66c2,3,中标次数少
601,2465bb6a433db09989112673969db6ac,1,中标次数少
602,561fc9af628f9d3b42ab8bd7657b686e,5,中标次数中等
603,ec5fb69e28e25b2d4e676ed058d1f104,2,中标次数少
604,fe341d3b810c5a9743469525194f061f,2,中标次数少
605,a3a9bfe5f3930888394375f5af897df5,1,中标次数少
606,1871873661198c51546b47e0aa7d4211,3,中标次数少
607,4379eaef6ebbaa6feb8adb03be961957,2,中标次数少
608,a8f1f2f757870c44fdb2c2548ca73507,3,中标次数少
609,e1a3d65f7b936c1e27c3483e13acc36f,1,中标次数少
610,c0ef419c57aff2424935606344f73e34,1,中标次数少
611,d2f4d4edb031acaff82194e890c61c19,1,中标次数少
612,61455a6fd2a79e7172050ac9991c1b18,1,中标次数少
613,346c1741e4ccf62a106755bc4b261cb9,4,中标次数少
614,58a165e0e5f7894ad6754dad77a91e7b,3,中标次数少
615,2e2e4c675880880f9c71f84c161cad27,5,中标次数中等
616,d40661bd28995684da007cda7e9f422b,2,中标次数少
617,7e9317b0cbdb7e6f56eb1aeab3255630,13,中标次数中等
618,e2879a47972ce7ef8b5eafbd4e9f9aff,7,中标次数中等
619,59ef7aaa08f8b14ff131be076bd67d69,1,中标次数少
620,7e3bab50281458b8122b5fd3d20bc0c9,1,中标次数少
621,55434cf0e9878517be9a14edc33b7fce,1,中标次数少
622,bf9550a181eb4be7e5e8ef5f3b954da5,1,中标次数少
623,de7c45acdbc9e8b41fa7c5e93133db89,1,中标次数少
624,f880952c717cd88e456d634a3c24c12e,1,中标次数少
625,74f8d4972802cced165e3e0f85aee932,1,中标次数少
626,e8d197d73d7f4cfb15fdf197303b90d0,1,中标次数少
627,43cae910acbe98340fa91fb27c0ce9d7,1,中标次数少
628,82a2bd137e57b1bd4a3a1dff131022a6,1,中标次数少
629,83b963336f93eb72827ddde94b3c3316,2,中标次数少
630,f5e22bd0e376c5d02da37c3bd287f7b5,3,中标次数少
631,1aad7a4486c5e078ae64b5519df690ad,4,中标次数少
632,7864b047c2ae0668ef4a2d1d41124356,1,中标次数少
633,285d55b13d2ad8d2ca9b39793017fdfa,2,中标次数少
634,df07689fb43238558e1d76cde66d5e62,10,中标次数中等
635,b3d17f9a20aab0dbeaf45e49f4338d3f,1,中标次数少
636,fdb537c2295e1b30788dd9dd7bb07d48,3,中标次数少
637,735e4743146d33c9323f7708be853eba,1,中标次数少
638,4497ef01656c7196174017d420834109,1,中标次数少
639,8832a52aa7dbd0481be89ea19a4d06a9,2,中标次数少
640,eb98e7ec64a43c245f37b17d3af9536b,1,中标次数少
641,4abc16f0fc31973fe5088e2e9e5be2e3,1,中标次数少
642,6a1ca6b8dcb688bcc01bb41f4a485df2,1,中标次数少
643,b3eb5bbd060a4e7ed416d44189d8aa2f,3,中标次数少
644,88ba8470e989a4678e9d5c79e90d4083,1,中标次数少
645,4a30da7f44676e5939278c6fe42de75e,1,中标次数少
646,db867a16afadb1fbc2ccf8bb88ae17a8,9,中标次数中等
647,0279b07b043c5e9b1345d2f876a0b7d3,1,中标次数少
648,34935f3a165a1ea3fef5bef6965172eb,1,中标次数少
649,69d79de967941797180e1d368898167d,1,中标次数少
650,727eab6e9c27cca7329faff7b9c70ca0,4,中标次数少
651,139f8c1f5891bb7046ee220f40841e8f,1,中标次数少
652,a0ab5918ed52612ae17f9673a5e8d5c8,2,中标次数少
653,ef0ef749fe1fb37cd83ea2e8174bca51,1,中标次数少
654,81e757c8c96b76f847a78d5ca45bf41a,1,中标次数少
655,b6d224ac90332485abe43630bbc553ea,1,中标次数少
656,288702a5d6daf391bf14f5a3cd8c345a,2,中标次数少
657,ef67f6d7b522abbff6e41b3383e08789,1,中标次数少
658,51202c88ba7280ecbb5ce4113e7e642c,23,中标次数多
659,ed9174da7115ee4371b870f6f404094b,2,中标次数少
660,7612890ea42230155dfc403047a15f33,3,中标次数少
661,75293c6a108889bde3a5f21e3f180416,1,中标次数少
662,ec388ecbf1517308dcd38432a2e62470,1,中标次数少
663,3a0da0a2a34c074dcce6fddc353dd04f,1,中标次数少
664,6be8f3d268c63ec4f6c707cb64959889,1,中标次数少
665,7af3c3f1f263e2ab70010ec017a5eff1,11,中标次数中等
666,0c5b4aa39ce6d98cbd0f641197b163cb,1,中标次数少
667,5b56c31b67f518f807260c2fda67998f,2,中标次数少
668,d9f7922dc503038e48f43799a03a34e5,1,中标次数少
669,b16b6df209c5c3bf8680d2ce44fbb427,2,中标次数少
670,6c2462e66790622ff56f08ec41d0559d,1,中标次数少
671,518223aeb634b46bbaeb52202b1dc934,1,中标次数少
672,5d99e4a2d7b7efda19e62c984be17250,1,中标次数少
673,c91e4eba7dee87dc8c62859834771057,1,中标次数少
674,43d09883b75dc779d57f716ef44a5cb8,2,中标次数少
675,cc17832035bc9a91712d1371f7502f0a,2,中标次数少
676,b5e0529f67821d899e159b77425d0ccd,5,中标次数中等
677,fbacae50e0e3e2160222fe19211f63a4,4,中标次数少
678,621adc07d509f9d13d34893270939db0,8,中标次数中等
679,c9bcaa5fabd5bee96e585566419392c4,1,中标次数少
680,4caeb0a835aaf2cb076470605d44becd,12,中标次数中等
681,3f30aca6322ffc527becc9763b191e41,4,中标次数少
682,42b8bfc138ec11032e48d0019d11d388,5,中标次数中等
683,3d8d78b96076513e9c8b2151ea0d8fda,1,中标次数少
684,2b1c8dedb844fd37fc3f6c58ae06aeea,1,中标次数少
685,40c02330b2a96132b43c8f24f333c961,4,中标次数少
686,c3fce8b4eb30a6f5ca8ddf39e9871fa1,1,中标次数少
687,3a722034986143975ccde302957610c3,1,中标次数少
688,f706b7e63278607f991afb8d67ae854c,1,中标次数少
689,1a1784a5bbf29f36565e410ba972bb0b,3,中标次数少
690,e2c270e172c65281f77f70a7760cd78b,1,中标次数少
691,0df4a906a98594bd12199f5d4632cb36,1,中标次数少
692,6e20ff77661746677fc651d2d3d261a8,3,中标次数少
693,dc23eae61d64878235f39474f6ccae19,3,中标次数少
694,8cd62d02fdddb0aed5ccf5c1ed4b9672,8,中标次数中等
695,d5bc5e4409fa0e4247cc818b013005f5,1,中标次数少
696,df87f1230c6d461b84838751792c5bc6,5,中标次数中等
697,6c3d8db4b119b958f7da2d583b69c72b,3,中标次数少
698,1539a5c5e45ee6ed3ec0aaf5f30f467c,19,中标次数多
699,21f48e29eba9cfcbc1e0355ea922fe39,7,中标次数中等
700,beb91f9f7e5a257b5ef92ef75553b27f,16,中标次数中等
701,bc6dcd2f800447011a1b27a0d91bcd66,1,中标次数少
702,527ffa376cb45d6a581a6f515249fe17,2,中标次数少
703,d3dd15c84c8832af471d7f0543c62d15,1,中标次数少
704,439a7abe1dfa16937e0763028d1f1c36,2,中标次数少
705,34587b2cc5a9d23140eaf0cd7ad7771d,4,中标次数少
706,01248de64856b9c7354ec08b7586d0c9,6,中标次数中等
707,6e2d3f5fb56bbe2afa22094ed58ab8a8,3,中标次数少
708,1e9231009c4bd9bcbf1c85d41d500999,2,中标次数少
709,214f9add18ece0dbd7b9e683458ce9db,1,中标次数少
710,3ebf60a13cc40eac7eb0c0bcf7d8e17d,2,中标次数少
711,81bd90758746ff411f12cd385fb0324b,1,中标次数少
712,e02aa5c1d26594e9c215c4485fa9428b,5,中标次数中等
713,df2ec55ee80bd385ffe40117915b1406,5,中标次数中等
714,6aba0f2bd5567505b6a8e1b611ff217f,1,中标次数少
715,1ded16e97f4d63afa0128a306596452d,1,中标次数少
716,489daea1d806ad58f6786ca6a6eb8c23,1,中标次数少
717,04da5ba1774e345d2ad2914437da93c7,1,中标次数少
718,37144304398f5a8010c95e813d035f6b,1,中标次数少
719,109fdc9dae68b3213e35e937b6e31e00,3,中标次数少
720,ab5b1d0cc87095f13900e110570abc4c,3,中标次数少
721,d61819d2b61aa84838bffb2d685a0435,1,中标次数少
722,57592c971b583e2dceedb421c0dc4ac1,5,中标次数中等
723,33470d0910320d3373267a373263d026,1,中标次数少
724,763f85c41cb74ce925418d557d6baa8e,2,中标次数少
725,4546b18939eb11df412814882a70cd92,12,中标次数中等
726,5cb9747ffa7f9ea3425e474c5852213e,11,中标次数中等
727,00467f05f6f45eca78eb62eb4320202d,1,中标次数少
728,0fbf8b3f941b2868d1d310af2b677be7,5,中标次数中等
729,db22566966cf87cad37592b473822549,1,中标次数少
730,278a4a1087bec9ac557b552f5600e6be,7,中标次数中等
731,fb7c3bcae9b4e9d84389fe205150da38,4,中标次数少
732,a0e9d5c4fd19c9b4f1ef292cb5d5505e,6,中标次数中等
733,018935be601e4d821a6f863611684f55,12,中标次数中等
734,1ce58976bed468ef8748524bf4b0cdeb,2,中标次数少
735,e059ec5bb037677258a1b718ef1016b5,6,中标次数中等
736,ed7d10b3e188106d5d245e67463cf1b0,13,中标次数中等
737,93357b103ab836f6112f941c629b73b0,1,中标次数少
738,304c4f0a7989f94fe7778f5f048c06b7,1,中标次数少
739,5c16e0f7321c18131f35439bc6c11501,1,中标次数少
740,c8e9eaf68d70fe124bf202a17b2937af,2,中标次数少
741,1fbbd24b1b9cff65262c73a27b3a9a97,2,中标次数少
742,bb8a73b6fd59866da0685adfe9ae3cec,2,中标次数少
743,a6bf60a260bc23e8189e3be94fc1c1cb,2,中标次数少
744,b08d41336a91277b2160b6ee574792f2,1,中标次数少
745,9ebca872d47d817bf81b1991df65fa78,2,中标次数少
746,68e73a88f644a34018007c7671a5257e,5,中标次数中等
747,b278fc44f53b33cf4684f23b04199b03,1,中标次数少
748,e3500a9716cc6cc55346b4f2c2fbd458,1,中标次数少
749,1b2299b66b489a2fd76eca771a012f46,1,中标次数少
750,8cf9be0050dc55bf3ce88a61607230f6,1,中标次数少
